province_name,district_name,lat,lon,avg_temp,avg_rain,treecover_pct,potential_treecover_pct,missing_treecover_pct,model_potential_treecover_pct,model_missing_treecover_pct
Denizli,Çivril,38.22227530807361,29.778093222564102,13.137692307692308,0.0,0.0,10,10.0,60.45868694444426,60.45868694444426
Diyarbakir,Bismil,37.89940003676535,40.80332630683015,17.076615384615387,0.0,0.0,10,10.0,17.845413551587306,17.845413551587306
Diyarbakir,Dicle,38.38247131903288,40.11464178817592,13.28323076923077,0.0,0.0,10,10.0,29.750485634920604,29.750485634920604
Diyarbakir,Ergani,38.15919877423429,39.75665517759505,16.032384615384615,0.0,0.0,10,10.0,41.67629999999995,41.67629999999995
Diyarbakir,Eğil,38.216758677039486,40.139863645280656,16.032384615384615,0.0,0.0,10,10.0,41.67629999999995,41.67629999999995
Diyarbakir,Hani,38.39594303975099,40.42532191536514,13.295615384615385,0.0,0.0,10,10.0,20.54544551587297,20.54544551587297
Diyarbakir,Hazro,38.26052010485517,40.783690953678175,13.295615384615385,0.0,0.0,10,10.0,20.54544551587297,20.54544551587297
Diyarbakir,Kocaköy,38.25372461152036,40.53853481913383,13.295615384615385,0.0,0.0,10,10.0,20.54544551587297,20.54544551587297
Diyarbakir,Kulp,38.51204705807711,41.141721602528456,12.353076923076925,0.0,0.0,10,10.0,31.764383333333356,31.764383333333356
Diyarbakir,Lice,38.46391255755479,40.68807787732522,13.295615384615385,0.0,0.0,10,10.0,20.54544551587297,20.54544551587297
Diyarbakir,Merkez,38.01102471080012,40.21933226021625,16.032384615384615,0.0,53.16,10,0.0,41.67629999999995,0.0
Diyarbakir,Silvan,38.16098998503084,40.98316542366104,16.702076923076923,0.0,0.0,10,10.0,44.54330607142853,44.54330607142853
Diyarbakir,Çermik,38.088946634460925,39.4631838299742,14.958000000000002,0.0,0.0,10,10.0,28.06617250000004,28.06617250000004
Diyarbakir,Çüngüş,38.26689127466445,39.30862010536757,13.658076923076925,0.0,0.15,10,9.85,35.82157029401151,35.67157029401151
Diyarbakir,Çınar,37.71254949092104,40.18711926362229,16.235846153846154,0.0,0.0,10,10.0,33.39015714285725,33.39015714285725
Düzce,Akçakoca,41.045781575012136,31.20331535525017,13.208153846153843,0.0,95.9,10,0.0,60.37051658730155,0.0
Düzce,Cumayeri,40.91700443544357,30.97827017838317,13.208153846153843,0.0,94.28,10,0.0,60.37051658730155,0.0
Düzce,Gölyaka,40.7516337344745,31.044692126761472,13.208153846153843,0.0,91.56,10,0.0,60.37051658730155,0.0
Düzce,Gümüşova,40.840283603853095,30.9661187582642,13.208153846153843,0.0,3.96,10,6.04,60.37051658730155,56.41051658730155
Düzce,Kaynaşlı,40.73727736076305,31.27653756299408,9.995692307692307,0.0,83.57,10,0.0,60.22374999999985,0.0
Düzce,Merkez,40.89086619807287,31.26042024552148,13.208153846153843,0.0,79.75,10,0.0,60.37051658730155,0.0
Düzce,Yığılca,40.96771380981594,31.53337582131661,13.208153846153843,0.0,33.75,10,0.0,60.37051658730155,26.62051658730155
Düzce,Çilimli,40.909439777811,31.09261505945621,13.208153846153843,0.0,49.46,10,0.0,60.37051658730155,10.91051658730155
Edirne,Enez,40.68357304504882,26.20099290352894,16.725692307692306,0.0,0.07,10,9.93,44.54330607142853,44.47330607142853
Edirne,Havsa,41.56683790153863,26.83926846426524,14.63053846153846,0.0,0.0,10,10.0,46.3185342766956,46.3185342766956
Edirne,Keşan,40.79108325519056,26.57759425860664,14.798153846153848,0.0,0.0,10,10.0,34.68497583333329,34.68497583333329
Edirne,Lalapaşa,41.90005539069267,26.76384026445056,13.205615384615385,0.0,0.0,10,10.0,60.45868694444426,60.45868694444426
Edirne,Meriç,41.18595682542997,26.430161618688413,15.526846153846154,0.0,0.07,10,9.93,55.56129285714292,55.491292857142916
Edirne,Merkez,41.69692646782676,26.58610117041742,14.63053846153846,0.0,0.21,10,9.79,46.3185342766956,46.1085342766956
Edirne,Süleoğlu,41.79834487990778,26.887079499801484,13.205615384615385,0.0,0.0,10,10.0,60.45868694444426,60.45868694444426
Edirne,Uzunköprü,41.23960793303152,26.72005901476388,14.798153846153848,0.0,0.0,10,10.0,34.68497583333329,34.68497583333329
Edirne,İpsala,40.92567377527445,26.40286467108213,15.526846153846154,0.0,0.04,10,9.96,55.56129285714292,55.52129285714292
Elazığ,Alacakaya,38.50053253041583,39.85328384188119,13.28323076923077,0.0,0.0,10,10.0,29.750485634920604,29.750485634920604
Elazığ,Aricak,38.5449679461262,40.13652506034392,13.28323076923077,0.0,0.0,10,10.0,29.750485634920604,29.750485634920604
Elazığ,Ağın,38.936466589585024,38.696779330751454,12.392615384615386,0.0,0.0,10,10.0,33.633711666666706,33.633711666666706
Elazığ,Baskil,38.56088294896374,38.64336950938127,13.138538461538465,0.0,0.0,10,10.0,60.45868694444426,60.45868694444426
Elazığ,Karakoçan,38.99503194877698,40.11136508785218,10.90576923076923,0.0,0.0,10,10.0,35.65616666666678,35.65616666666678
Elazığ,Keban,38.76359890770932,38.75631265855217,12.392615384615386,0.0,0.0,10,10.0,33.633711666666706,33.633711666666706
Elazığ,Kovancılar,38.74977258541836,39.8337368411011,13.28323076923077,0.0,0.0,10,10.0,29.750485634920604,29.750485634920604
Elazığ,Maden,38.45017084855697,39.56469161870266,13.658076923076925,0.0,0.0,10,10.0,35.82157029401151,35.82157029401151
Elazığ,Merkez,38.66470595655887,39.20746626635856,13.658076923076925,0.0,0.0,10,10.0,35.82157029401151,35.82157029401151
