province_name,district_name,lat,lon,avg_temp,avg_rain,treecover_pct,potential_treecover_pct,missing_treecover_pct
Afyon,Emirdağ,39.02826857126863,31.340214629467827,11.632307692307691,0.0,0.0,10,10.0
Afyon,Evciler,38.03260230243983,29.87117521274364,13.137692307692308,0.0,0.0,10,10.0
Afyon,Hocalar,38.580242283688726,29.949283400245346,11.443076923076925,0.0,0.0,10,10.0
Afyon,Kızılören,38.26199409344205,30.15600167051217,11.443076923076925,0.0,0.0,10,10.0
Afyon,Merkez,38.7853757954168,30.536704399875862,10.588384615384616,0.0,0.0,10,10.0
Afyon,Sandıklı,38.45140090878305,30.180279604536608,11.443076923076925,0.0,0.0,10,10.0
Afyon,Sincanlı,38.74613600480689,30.254204005116105,11.443076923076925,0.0,0.75,10,9.25
Afyon,Sultandağı,38.607430862405145,31.414961415445124,11.299076923076925,0.0,0.0,10,10.0
Afyon,Çay,38.52005533784735,30.98298966884557,11.299076923076925,0.0,0.0,10,10.0
Afyon,Çobanlar,38.68505194274979,30.8276650025872,11.100923076923078,0.0,0.0,10,10.0
Afyon,İhsaniye,39.02955785163041,30.469943449400898,10.588384615384616,0.0,0.0,10,10.0
Afyon,İscehisar,38.92538934713586,30.78299356919825,10.588384615384616,0.0,0.0,10,10.0
Afyon,Şuhut,38.45333192690092,30.60005269792468,11.100923076923078,0.0,0.0,10,10.0
Agri,Diyadin,39.47784231622719,43.61747733837812,7.122692307692307,0.0,0.0,10,10.0
Agri,Doğubeyazıt,39.57772620465168,44.0361939897038,7.122692307692307,0.0,0.0,10,10.0
Agri,Eleşkirt,39.82510285619879,42.691230264416106,6.104769230769231,0.0,0.0,10,10.0
Agri,Hamur,39.50133553495088,43.08810174876008,6.332769230769231,0.0,0.0,10,10.0
Agri,Merkez,39.81191794435278,43.17243541088944,6.893307692307692,0.0,0.0,10,10.0
Agri,Patnos,39.21661251611671,42.91331429708272,9.91876923076923,0.0,0.0,10,10.0
Agri,Taşlıçay,39.58959087812761,43.38477277992072,6.332769230769231,0.0,0.0,10,10.0
Agri,Tutak,39.50821002149996,42.72018174758034,8.159846153846155,0.0,1.37,10,8.629999999999999
Aksaray,Ağaçören,38.65139432761589,33.840663178323666,12.95130769230769,0.0,0.0,10,10.0
Aksaray,Eskil,38.21935992680877,33.422025001399746,12.38623076923077,0.0,0.0,10,10.0
Aksaray,Gülağaç,38.36295091512031,34.320609678027004,11.483692307692309,0.0,0.0,10,10.0
Aksaray,Güzelyurt,38.23092826804516,34.32282038107879,10.965461538461538,0.0,0.0,10,10.0
Aksaray,Merkez,38.284408606216736,33.86553589635082,12.95130769230769,0.0,0.0,10,10.0
Aksaray,Ortaköy,38.61718846424526,34.13302931631731,11.483692307692309,0.0,0.0,10,10.0
Aksaray,Sarıyahşi,38.85773237788003,34.037252769632495,12.073692307692308,0.0,0.0,10,10.0
Amasya,Göynücek,40.35867238447269,35.538375598933854,11.840923076923078,0.0,12.33,10,0.0
Amasya,Gümüşhacıköy,40.909698544032864,35.21062233479086,10.71046153846154,0.0,0.0,10,10.0
Amasya,Hamamözü,40.76004829681186,35.12070432415393,10.71046153846154,0.0,81.68,10,0.0
Amasya,Merkez,40.608305141592574,35.897315177085645,11.840923076923078,0.0,0.0,10,10.0
Amasya,Merzifon,40.81784169512704,35.45417707392841,11.096384615384617,0.0,0.0,10,10.0
Amasya,Suluova,40.77809402019211,35.74691043699064,11.096384615384617,0.0,0.0,10,10.0
Amasya,Taşova,40.7649725578992,36.28549777548066,11.876615384615384,0.0,0.0,10,10.0
Ankara,Akyurt,40.06083150250431,33.16136031074967,10.793923076923075,0.0,0.0,10,10.0
Ankara,Altındağ,39.983391752880046,32.99614538832616,10.793923076923075,0.0,0.0,10,10.0
Ankara,Ayaş,40.00834633116306,32.291128093221246,11.67453846153846,0.0,0.0,10,10.0
Ankara,Bala,39.50941940602818,33.09593000372795,11.650384615384615,0.0,0.0,10,10.0
Ankara,Beypazarı,40.14862692150746,31.92869130103712,11.950384615384616,0.0,0.0,10,10.0
Ankara,Elmadağ,39.877574921492126,33.30015144879477,10.793923076923075,0.0,0.91,10,9.09
Ankara,Etimesgut,39.910108075926935,32.62595591899054,11.67453846153846,0.0,0.0,10,10.0
Ankara,Evren,38.97881429988725,33.822783442093375,12.073692307692308,0.0,0.0,10,10.0
Ankara,Gölbaşı,39.64262116121575,32.81282201919034,11.650384615384615,0.0,0.0,10,10.0
Ankara,Güdül,40.214076700269146,32.241936758790615,11.67453846153846,0.0,0.0,10,10.0
Ankara,Haymana,39.3185192771997,32.59356523139481,11.80507692307692,0.0,0.0,10,10.0
Ankara,Kalecik,40.15854406716938,33.4550388144467,11.861307692307694,0.0,0.0,10,10.0
Ankara,Kazan,40.14352830725688,32.649665570911395,11.67453846153846,0.0,0.0,10,10.0
Ankara,Keçiören,40.05386004648713,32.8264983455073,10.793923076923075,0.0,0.0,10,10.0
Ankara,Kızılcahamam,40.44366479041166,32.66369741089628,8.673538461538461,0.0,23.4,10,0.0
Ankara,Mamak,39.8676408733446,33.0102161889436,10.793923076923075,0.0,0.0,10,10.0
Ankara,Nallıhan,40.1817599533106,31.31642733462549,11.665692307692307,0.0,6.68,10,3.3200000000000003
Ankara,Polatlı,39.51473840231554,32.16931883763952,12.16376923076923,0.0,0.0,10,10.0
Ankara,Sincan,39.95395828425514,32.50073789721857,11.67453846153846,0.0,0.0,10,10.0
Ankara,Yenimahalle,39.88426464534916,32.656541104633305,11.67453846153846,0.0,0.0,10,10.0
Ankara,Çamlıdere,40.46454722820688,32.44177848760462,8.673538461538461,0.0,2.07,10,7.93
Ankara,Çankaya,39.87827862418089,32.83355417906906,10.793923076923075,0.0,0.0,10,10.0
Ankara,Çubuk,40.26714035972231,33.023156870220085,9.277692307692307,0.0,0.0,10,10.0
Ankara,Şultan Koçhisar,38.95369175839502,33.54901653806994,12.073692307692308,0.0,0.0,10,10.0
Antalya,Akseki,37.05337569574966,31.84793022353168,12.45653846153846,0.0,0.0,10,10.0
Antalya,Alanya,36.58755447429034,32.20195394994232,13.28976923076923,0.0,12.96,10,0.0
Antalya,Elmalı,36.73600392488861,29.888323981747423,14.793307692307692,0.0,0.0,10,10.0
Antalya,Finike,36.433421276640615,30.030913037455424,14.793307692307692,0.0,0.0,10,10.0
Antalya,Gazipaşa,36.324611298064006,32.48116908352812,13.28976923076923,0.0,47.36,10,0.0
Antalya,Gündoğmuş,36.82195222023363,32.07490729446956,12.45653846153846,0.0,42.22,10,0.0
Antalya,Kale,36.27521195349218,29.91074540485377,14.793307692307692,0.0,38.4,10,0.0
Antalya,Kaş,36.38076218333008,29.59879260959424,17.102461538461537,0.0,11.96,10,0.0
Antalya,Kemer,36.53692594043173,30.47499352810554,19.762538461538465,0.0,38.91,10,0.0
Antalya,Korkuteli,37.052451088405626,30.17773457501594,11.057230769230769,0.0,0.0,10,10.0
Antalya,Kumluca,36.52403466324749,30.285552538674835,14.793307692307692,0.0,24.42,10,0.0
Antalya,Manavgat,37.02317371687421,31.369192334049977,17.20092307692308,0.0,36.43,10,0.0
Antalya,Merkez,36.9786028896458,30.636246147678914,17.901615384615386,0.0,0.62,10,9.38
Antalya,Serik,37.09598692978779,31.01540241806837,17.20092307692308,0.0,16.9,10,0.0
Antalya,İbradi,37.14851236840038,31.562885254674363,12.45653846153846,0.0,0.0,10,10.0
Ardahan,Damal,41.36154681558827,42.84665621766167,5.827230769230769,0.0,0.0,10,10.0
Ardahan,Göle,40.83735017508182,42.62810865420469,4.712692307692308,0.0,0.0,5,5.0
Ardahan,Hanak,41.26082553068453,42.77275395307841,6.276076923076923,0.0,0.0,10,10.0
Ardahan,Merkez,41.06458364029876,42.69550814036295,4.712692307692308,0.0,0.0,5,5.0
Ardahan,Posof,41.46922105274512,42.68965833449572,6.276076923076923,0.0,0.0,10,10.0
Ardahan,Çıldır,41.15692433888374,43.096649142856286,4.444461538461538,0.0,3.69,5,1.31
Artvin,Ardanuç,41.08845699117457,42.139992832460976,6.739384615384616,0.0,2.46,10,7.54
Artvin,Arhavi,41.234358992715286,41.354120682807874,6.339384615384615,0.0,86.83,10,0.0
Artvin,Borçka,41.38063140246368,41.78063321095909,10.986538461538462,0.0,91.96,10,0.0
Artvin,Hopa,41.39857627073446,41.47175452158588,16.857999999999997,0.0,59.95,10,0.0
Artvin,Merkez,41.143545773569386,41.82901130223146,6.739384615384616,0.0,26.75,10,0.0
Artvin,Murgul,41.19840028946911,41.53577204382872,6.339384615384615,0.0,91.3,10,0.0
Artvin,Yusufeli,40.832995051529046,41.580932988190895,6.739384615384616,0.0,64.99,10,0.0
Artvin,Şavşat,41.32293418726509,42.30327959855192,6.276076923076923,0.0,35.19,10,0.0
Aydin,Bozdoğan,37.666451459721365,28.41058689511569,15.995461538461536,0.0,0.0,10,10.0
Aydin,Buharkent,37.99635726879021,28.79191954779428,15.060692307692308,0.0,10.6,10,0.0
Aydin,Didim,37.43872549178572,27.306272881738938,18.246615384615385,0.0,0.14,10,9.86
Aydin,Germencik,37.89078950931182,27.558021996713787,17.42823076923077,0.0,0.07,10,9.93
Aydin,Karacasu,37.73597394836834,28.677807129558605,14.587153846153845,0.0,0.0,10,10.0
Aydin,Karpuzlu,37.54116061913673,27.81128830620832,18.246615384615385,0.0,3.38,10,6.62
Aydin,Koçarlı,37.69146602471111,27.692614036388225,18.246615384615385,0.0,60.31,10,0.0
Aydin,Kuyucak,37.95516177755434,28.64135225677836,15.060692307692308,0.0,0.0,10,10.0
Aydin,Kuşadası,37.8081319155238,27.31028066834257,17.42823076923077,0.0,0.17,10,9.83
Aydin,Köşk,37.94265578572072,28.106744916294183,15.998384615384614,0.0,0.0,10,10.0
Aydin,Merkez,37.86075951401231,27.948734337676992,15.998384615384614,0.0,2.32,10,7.68
Aydin,Nazilli,37.96473526911057,28.43721646850949,15.998384615384614,0.0,0.0,10,10.0
Aydin,Sultanhisar,37.92034779543816,28.231412165090305,15.998384615384614,0.0,1.07,10,8.93
Aydin,Söke,37.647109966191024,27.384176272092937,18.246615384615385,0.0,3.86,10,6.140000000000001
Aydin,Yenipazar,37.7914172872304,28.195918284164623,15.998384615384614,0.0,7.21,10,2.79
Aydin,Çine,37.61060540977861,28.03408165824508,15.995461538461536,0.0,0.07,10,9.93
Aydin,İncirliova,37.8822378565446,27.74127118760321,17.42823076923077,0.0,34.67,10,0.0
Balikesir,Ayvalık,39.28466087583266,26.792423761682542,15.716230769230767,0.0,0.0,10,10.0
Balikesir,Balya,39.78847988083118,27.57191199218876,14.640384615384615,0.0,4.09,10,5.91
Balikesir,Bandırma,40.27576757832982,27.99025271685525,16.112615384615385,0.0,0.0,10,10.0
Balikesir,Bigadiç,39.41755345537736,28.221024615823275,14.068692307692308,0.0,13.3,10,0.0
Balikesir,Burhaniye,39.45920996324414,27.02603342384482,15.716230769230767,0.0,14.3,10,0.0
Balikesir,Dursunbey,39.51932445034296,28.63440987235684,12.234923076923076,0.0,4.58,10,5.42
Balikesir,Edremit,39.67256717145215,26.936136500967603,15.716230769230767,0.0,91.3,10,0.0
Balikesir,Erdek,40.46009732666961,27.85331402063123,16.112615384615385,0.0,94.09,10,0.0
Balikesir,Gömeç,39.37739701505705,26.91375543929803,15.716230769230767,0.0,25.31,10,0.0
Balikesir,Gönen,40.11830801899844,27.649882885351342,14.640384615384615,0.0,0.3,10,9.7
Balikesir,Havran,39.60364307800635,27.20732911027484,14.071692307692308,0.0,71.62,10,0.0
Balikesir,Kepsut,39.69367118029154,28.24739263244854,14.068692307692308,0.0,82.72,10,0.0
Balikesir,Manyas,40.04799126617292,27.93686534874738,15.04353846153846,0.0,32.17,10,0.0
Balikesir,Marmara,40.585202255536935,27.60406049315168,16.123153846153848,0.0,24.15,10,0.0
Balikesir,Merkez,39.63927431501591,27.86980579209771,14.068692307692308,0.0,0.0,10,10.0
Balikesir,Savaştepe,39.44011441832669,27.64335058865109,14.071692307692308,0.0,0.0,10,10.0
Balikesir,Susurluk,39.90541501642517,28.1324834439502,15.04353846153846,0.0,40.06,10,0.0
Balikesir,Sındırgı,39.222190787600496,28.262462628161344,14.494384615384616,0.0,1.11,10,8.89
Balikesir,İvrindi,39.52020781909714,27.42219769391825,14.071692307692308,0.0,0.91,10,9.09
Bartın,Amasra,41.69962438705989,32.39816122067383,12.009076923076922,0.0,0.0,10,10.0
Bartın,Kurucaşile,41.77097556484541,32.60701297194384,15.63623076923077,0.0,25.31,10,0.0
Bartın,Merkez,41.51995871820567,32.35264385246661,12.009076923076922,0.0,2.16,10,7.84
Bartın,Ulus,41.49845072851228,32.62726106699648,12.009076923076922,0.0,0.86,10,9.14
Batman,Beşiri,37.90578816185334,41.41578840592358,16.702076923076923,0.0,0.0,10,10.0
Batman,Gercüş,37.646208635038064,41.32341591074757,16.631076923076925,0.0,0.0,10,10.0
Batman,Hasankeyf,37.7209098769813,41.53311306910117,16.631076923076925,0.0,0.0,10,10.0
Batman,Kozluk,38.184063339961206,41.47414634410836,16.702076923076923,0.0,0.0,10,10.0
Batman,Merkez,37.84771126621445,41.21536293987241,16.702076923076923,0.0,0.0,10,10.0
Batman,Sason,38.3943554434389,41.4281983243224,12.353076923076925,0.0,0.0,10,10.0
Bayburt,Aydıntepe,40.40667921617266,40.15511795744583,4.144692307692308,0.0,0.0,5,5.0
Bayburt,Demirözü,40.08685141603207,39.84707324466413,6.764538461538462,0.0,0.0,10,10.0
Bayburt,Merkez,40.2352630521446,40.31728489231579,6.183999999999999,0.0,0.0,10,10.0
Bilecik,Bozüyük,39.84992848888314,29.925561875402074,12.113923076923076,0.0,3.89,10,6.109999999999999
Bilecik,Gölpazarı,40.28690173180294,30.32822269585516,11.42753846153846,0.0,0.0,10,10.0
Bilecik,Merkez,40.1837370283268,29.950545143641925,12.113923076923076,0.0,0.0,10,10.0
Bilecik,Osmaneli,40.39133380080488,29.984592922439184,12.633230769230767,0.0,0.15,10,9.85
Bilecik,Pazaryeri,40.02805292032088,29.836646567904165,12.113923076923076,0.0,0.0,10,10.0
Bilecik,Söğüt,40.03626354266386,30.22700251571993,12.113923076923076,0.0,0.0,10,10.0
Bilecik,Yenipazar,40.22256868135607,30.562069341546472,11.74946153846154,0.0,0.41,10,9.59
Bilecik,İnhisar,40.054477028029766,30.43329126784049,11.74946153846154,0.0,0.0,10,10.0
Bingöl,Adaklı,39.265352976556414,40.59994391949918,6.274153846153846,0.0,0.0,10,10.0
Bingöl,Genç,38.67999604907165,40.67194136696366,13.295615384615385,0.0,0.0,10,10.0
Bingöl,Karlıova,39.28813763980579,40.97943516388019,5.568923076923077,0.0,0.0,10,10.0
Bingöl,Kiğı,39.280683666876456,40.34613229747032,6.274153846153846,0.0,0.0,10,10.0
Bingöl,Merkez,38.95653538140768,40.5767001518924,9.260384615384616,0.0,0.0,10,10.0
Bingöl,Solhan,38.94082309267707,41.08241219833148,9.119307692307691,0.0,0.05,10,9.95
Bingöl,Yayladere,39.21425852114746,40.13903738595207,10.90576923076923,0.0,4.64,10,5.36
Bingöl,Yedisu,39.45507218598347,40.64170454260995,6.274153846153846,0.0,0.0,10,10.0
Bitlis,Adilcevaz,38.84378505707948,42.88409050112477,9.91876923076923,0.0,0.0,10,10.0
Bitlis,Ahlat,38.8080426986623,42.33104847259745,8.697384615384616,0.0,0.0,10,10.0
Bitlis,Güroymak,38.58513433949118,42.06813446575023,10.140153846153847,0.0,0.0,10,10.0
Bitlis,Hizan,38.17296920802111,42.57945685936583,10.769769230769231,0.0,0.0,10,10.0
Bitlis,Merkez,38.30170763734375,42.086734338299166,10.140153846153847,0.0,0.0,10,10.0
Bitlis,Mutki,38.42641169336891,41.781486870676034,10.140153846153847,0.0,13.22,10,0.0
Bitlis,Tatvan,38.51799967914113,42.51828497560248,9.85576923076923,0.0,0.0,10,10.0
Bolu,Dörtdivan,40.62557023633769,32.015302273920305,8.989923076923077,0.0,37.84,10,0.0
Bolu,Gerede,40.67750222558938,32.289424493167886,8.673538461538461,0.0,59.1,10,0.0
Bolu,Göynük,40.35526736058966,30.831437477465787,11.42753846153846,0.0,31.19,10,0.0
Bolu,Kıbrıscık,40.45772979471433,31.88822325927627,8.989923076923077,0.0,57.57,10,0.0
Bolu,Mengen,40.93990906222086,31.990957250994988,11.059461538461536,0.0,89.31,10,0.0
Bolu,Merkez,40.72073195594632,31.673141976646576,8.989923076923077,0.0,0.0,10,10.0
Bolu,Mudurnu,40.51828726530535,31.21715317657329,9.995692307692307,0.0,0.0,10,10.0
Bolu,Seben,40.43696945302324,31.584044874139128,8.989923076923077,0.0,0.0,10,10.0
Bolu,Yeniçağa,40.80937533872298,31.99219570377489,11.059461538461536,0.0,24.37,10,0.0
Burdur,Altınyayla,37.04173890420034,29.5441406747095,12.564615384615385,0.0,11.01,10,0.0
Burdur,Ağlasun,37.631947177072746,30.593209660332683,13.294538461538462,0.0,1.65,10,8.35
Burdur,Bucak,37.37859072254869,30.58877637477481,13.294538461538462,0.0,13.7,10,0.0
Burdur,Gölhisar,37.18845572099243,29.52214544826325,12.564615384615385,0.0,0.0,10,10.0
Burdur,Karamanlı,37.40390578319255,29.85091477079453,12.424923076923076,0.0,0.0,10,10.0
Burdur,Kemer,37.37395018368012,30.10481044785544,12.424923076923076,0.0,0.0,10,10.0
Burdur,Merkez,37.62821741796972,30.226163400073304,12.424923076923076,0.0,0.0,10,10.0
Burdur,Tefenni,37.2930474558543,29.773586929586024,12.424923076923076,0.0,0.0,10,10.0
Burdur,Yeşilova,37.59087483186178,29.78477474607546,12.424923076923076,0.0,0.0,10,10.0
Burdur,Çavdır,37.12999289460608,29.71940604797144,11.057230769230769,0.0,0.0,10,10.0
Burdur,Çeltikçi,37.544296263046704,30.446935392977203,13.294538461538462,0.0,3.41,10,6.59
Bursa,Büyükorhan,39.74222592946965,28.84076119702224,12.234923076923076,0.0,23.27,10,0.0
Bursa,Gemlik,40.43308628997939,29.15077065434237,14.389,0.0,0.0,10,10.0
Bursa,Gürsu,40.26506435710233,29.179195644003936,14.389,0.0,0.0,10,10.0
Bursa,Harmancık,39.654208919373616,29.110398587566632,11.656538461538462,0.0,61.33,10,0.0
Bursa,Karacabey,40.2506147447206,28.366260752503567,16.112615384615385,0.0,0.07,10,9.93
Bursa,Keles,39.89087917800992,29.222322089412927,11.155153846153846,0.0,35.15,10,0.0
Bursa,Kestel,40.189204642800526,29.25484189721345,11.155153846153846,0.0,11.1,10,0.0
Bursa,Mudanya,40.329420837948334,28.76125777747832,15.650846153846151,0.0,0.22,10,9.78
Bursa,Mustafa Kemalpaşa,39.975895156889386,28.512530197711737,13.676846153846151,0.0,31.78,10,0.0
Bursa,Nilüfer,40.22204261687022,28.890598728375533,13.676846153846151,0.0,0.0,10,10.0
Bursa,Orhaneli,39.92629502402387,28.916652404445635,13.676846153846151,0.0,33.83,10,0.0
Bursa,Orhangazi,40.46876919313118,29.350114594256453,14.389,0.0,0.0,10,10.0
Bursa,Osmangazi,40.081832405102254,29.07018973707085,11.155153846153846,0.0,24.81,10,0.0
Bursa,Yenişehir,40.280319560486575,29.591409411245856,14.389,0.0,0.0,10,10.0
Bursa,Yıldırım,40.18449058904989,29.08512512822974,11.155153846153846,0.0,0.0,10,10.0
Bursa,İnegöl,40.0349870607832,29.522770543575465,11.155153846153846,0.0,0.53,10,9.47
Bursa,İznik,40.489658157507016,29.681730234274216,14.389,0.0,0.7,10,9.3
Denizli,Acıpayam,37.33933383939545,29.33396507387319,12.531615384615383,0.0,19.35,10,0.0
Denizli,Akköy,37.94103850464806,29.086027955019617,14.447,0.0,0.0,10,10.0
Denizli,Babadağ,37.77111400029565,28.898037396240795,15.060692307692308,0.0,29.73,10,0.0
Denizli,Baklan,37.92459317400562,29.54562852887636,14.447,0.0,0.0,10,10.0
Denizli,Bekilli,38.18746994776894,29.436349283272563,14.447,0.0,0.0,10,10.0
Denizli,Beyağaç,37.24500268960412,28.9225463583052,17.18169230769231,0.0,0.0,10,10.0
Denizli,Bozkurt,37.740664155312416,29.541026087153085,12.531615384615383,0.0,8.2,10,1.8000000000000007
Denizli,Buldan,38.09587092586782,28.876152875964728,15.060692307692308,0.0,0.0,10,10.0
Denizli,Güney,38.142722497048815,29.063872953575608,14.447,0.0,1.51,10,8.49
Denizli,Honaz,37.734171775458215,29.329039908395,12.531615384615383,0.0,48.68,10,0.0
Denizli,Kale,37.43766297456657,28.74912834300417,14.587153846153845,0.0,9.6,10,0.40000000000000036
Denizli,Merkez,37.79372417019381,29.13234088059556,14.447,0.0,1.14,10,8.86
Denizli,Sarayköy,37.89836458698163,28.912885148733352,15.060692307692308,0.0,0.0,10,10.0
Denizli,Serinhisar,37.552817219173086,29.28114095769856,12.531615384615383,0.0,0.0,10,10.0
Denizli,Tavas,37.46421051239274,29.01421998591196,14.587153846153845,0.0,0.0,10,10.0
Denizli,Çal,38.02226458442735,29.352446079966764,14.447,0.0,0.0,10,10.0
Denizli,Çameli,37.01755459625872,29.233624784482405,12.564615384615385,0.0,0.0,10,10.0
Denizli,Çardak,37.75051688722983,29.69483873165797,13.137692307692308,0.0,0.0,10,10.0
Denizli,Çivril,38.22227530807361,29.778093222564102,13.137692307692308,0.0,0.0,10,10.0
Diyarbakir,Bismil,37.89940003676535,40.80332630683015,17.076615384615387,0.0,0.0,10,10.0
Diyarbakir,Dicle,38.38247131903288,40.11464178817592,13.28323076923077,0.0,0.0,10,10.0
Diyarbakir,Ergani,38.15919877423429,39.75665517759505,16.032384615384615,0.0,0.0,10,10.0
Diyarbakir,Eğil,38.216758677039486,40.139863645280656,16.032384615384615,0.0,0.0,10,10.0
Diyarbakir,Hani,38.39594303975099,40.42532191536514,13.295615384615385,0.0,0.0,10,10.0
Diyarbakir,Hazro,38.26052010485517,40.783690953678175,13.295615384615385,0.0,0.0,10,10.0
Diyarbakir,Kocaköy,38.25372461152036,40.53853481913383,13.295615384615385,0.0,0.0,10,10.0
Diyarbakir,Kulp,38.51204705807711,41.141721602528456,12.353076923076925,0.0,0.0,10,10.0
Diyarbakir,Lice,38.46391255755479,40.68807787732522,13.295615384615385,0.0,0.0,10,10.0
Diyarbakir,Merkez,38.01102471080012,40.21933226021625,16.032384615384615,0.0,53.16,10,0.0
Diyarbakir,Silvan,38.16098998503084,40.98316542366104,16.702076923076923,0.0,0.0,10,10.0
Diyarbakir,Çermik,38.088946634460925,39.4631838299742,14.958000000000002,0.0,0.0,10,10.0
Diyarbakir,Çüngüş,38.26689127466445,39.30862010536757,13.658076923076925,0.0,0.15,10,9.85
Diyarbakir,Çınar,37.71254949092104,40.18711926362229,16.235846153846154,0.0,0.0,10,10.0
Düzce,Akçakoca,41.045781575012136,31.20331535525017,13.208153846153843,0.0,95.9,10,0.0
Düzce,Cumayeri,40.91700443544357,30.97827017838317,13.208153846153843,0.0,94.28,10,0.0
Düzce,Gölyaka,40.7516337344745,31.044692126761472,13.208153846153843,0.0,91.56,10,0.0
Düzce,Gümüşova,40.840283603853095,30.9661187582642,13.208153846153843,0.0,3.96,10,6.04
Düzce,Kaynaşlı,40.73727736076305,31.27653756299408,9.995692307692307,0.0,83.57,10,0.0
Düzce,Merkez,40.89086619807287,31.26042024552148,13.208153846153843,0.0,79.75,10,0.0
Düzce,Yığılca,40.96771380981594,31.53337582131661,13.208153846153843,0.0,33.75,10,0.0
Düzce,Çilimli,40.909439777811,31.09261505945621,13.208153846153843,0.0,49.46,10,0.0
Edirne,Enez,40.68357304504882,26.20099290352894,16.725692307692306,0.0,0.07,10,9.93
Edirne,Havsa,41.56683790153863,26.83926846426524,14.63053846153846,0.0,0.0,10,10.0
Edirne,Keşan,40.79108325519056,26.57759425860664,14.798153846153848,0.0,0.0,10,10.0
Edirne,Lalapaşa,41.90005539069267,26.76384026445056,13.205615384615385,0.0,0.0,10,10.0
Edirne,Meriç,41.18595682542997,26.430161618688413,15.526846153846154,0.0,0.07,10,9.93
Edirne,Merkez,41.69692646782676,26.58610117041742,14.63053846153846,0.0,0.21,10,9.79
Edirne,Süleoğlu,41.79834487990778,26.887079499801484,13.205615384615385,0.0,0.0,10,10.0
Edirne,Uzunköprü,41.23960793303152,26.72005901476388,14.798153846153848,0.0,0.0,10,10.0
Edirne,İpsala,40.92567377527445,26.40286467108213,15.526846153846154,0.0,0.04,10,9.96
Elazığ,Alacakaya,38.50053253041583,39.85328384188119,13.28323076923077,0.0,0.0,10,10.0
Elazığ,Aricak,38.5449679461262,40.13652506034392,13.28323076923077,0.0,0.0,10,10.0
Elazığ,Ağın,38.936466589585024,38.696779330751454,12.392615384615386,0.0,0.0,10,10.0
Elazığ,Baskil,38.56088294896374,38.64336950938127,13.138538461538465,0.0,0.0,10,10.0
Elazığ,Karakoçan,38.99503194877698,40.11136508785218,10.90576923076923,0.0,0.0,10,10.0
Elazığ,Keban,38.76359890770932,38.75631265855217,12.392615384615386,0.0,0.0,10,10.0
Elazığ,Kovancılar,38.74977258541836,39.8337368411011,13.28323076923077,0.0,0.0,10,10.0
Elazığ,Maden,38.45017084855697,39.56469161870266,13.658076923076925,0.0,0.0,10,10.0
